shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10243,-20.269693,148.721575,140001
10243,-20.269637,148.721591,140002
10243,-20.269506,148.721610,140003
10243,-20.269385,148.721660,140004
10243,-20.269098,148.721797,140005
10243,-20.268910,148.721783,140006
10243,-20.268916,148.721755,140007
10243,-20.268916,148.721727,140008
10243,-20.268910,148.721699,140009
10243,-20.268899,148.721674,140010
10243,-20.268884,148.721651,140011
10243,-20.268864,148.721632,140012
10243,-20.268841,148.721618,140013
10243,-20.268816,148.721609,140014
10243,-20.268790,148.721606,140015
10243,-20.268777,148.721608,140016
10243,-20.268757,148.721449,140017
10243,-20.268700,148.721246,140018
10243,-20.268660,148.721056,140019
10243,-20.268645,148.720845,140020
10243,-20.268658,148.720663,140021
10243,-20.268690,148.720515,140022
10243,-20.268742,148.720360,140023
10243,-20.268998,148.719746,140024
10243,-20.269112,148.719544,140025
10243,-20.269132,148.719553,140026
10243,-20.269158,148.719554,140027
10243,-20.269183,148.719541,140028
10243,-20.269193,148.719532,140029
10243,-20.269201,148.719520,140030
10243,-20.269207,148.719506,140031
10243,-20.269209,148.719492,140032
10243,-20.269207,148.719464,140033
10243,-20.269201,148.719450,140034
10243,-20.269193,148.719439,140035
10243,-20.269183,148.719429,140036
10243,-20.269158,148.719417,140037
10243,-20.269132,148.719417,140038
10243,-20.269120,148.719422,140039
10243,-20.268009,148.716816,140040
10243,-20.268009,148.716816,150001
10243,-20.267945,148.716666,150002
10243,-20.267902,148.716535,150003
10243,-20.267808,148.716270,150004
10243,-20.267754,148.716093,150005
10243,-20.267712,148.715979,150006
10243,-20.267700,148.715923,150007
10243,-20.267721,148.715917,150008
10243,-20.267738,148.715906,150009
10243,-20.267752,148.715892,150010
10243,-20.267764,148.715876,150011
10243,-20.267772,148.715857,150012
10243,-20.267776,148.715836,150013
10243,-20.267776,148.715816,150014
10243,-20.267772,148.715795,150015
10243,-20.267764,148.715776,150016
10243,-20.267753,148.715761,150017
10243,-20.267738,148.715746,150018
10243,-20.267721,148.715735,150019
10243,-20.267702,148.715729,150020
10243,-20.267683,148.715727,150021
10243,-20.267664,148.715729,150022
10243,-20.267645,148.715735,150023
10243,-20.267628,148.715746,150024
10243,-20.267602,148.715776,150025
10243,-20.267594,148.715795,150026
10243,-20.267417,148.715722,150027
10243,-20.267119,148.715570,150028
10243,-20.266886,148.715423,150029
10243,-20.266708,148.715259,150030
10243,-20.266447,148.714897,150031
10243,-20.266298,148.714620,150032
10243,-20.266242,148.714417,150033
10243,-20.266230,148.714254,150034
10243,-20.266235,148.714018,150035
10243,-20.266288,148.713793,150036
10243,-20.266478,148.713529,150037
10243,-20.266631,148.713388,150038
10243,-20.266831,148.713270,150039
10243,-20.268144,148.712607,150040
10243,-20.268361,148.712466,150041
10243,-20.268582,148.712276,150042
10243,-20.268735,148.712067,150043
10243,-20.268878,148.711819,150044
10243,-20.268655,148.711674,150045
10243,-20.268558,148.711902,150046
10243,-20.267674,148.711645,150047
10243,-20.267131,148.711562,150048
10243,-20.266984,148.711584,150049
10243,-20.266984,148.711584,160001
10243,-20.266980,148.711584,160002
10243,-20.266918,148.711677,160003
10243,-20.266890,148.711862,160004
10243,-20.266923,148.712113,160005
10243,-20.267068,148.712493,160006
10243,-20.267101,148.712563,160007
10243,-20.267316,148.712446,160008
10243,-20.267538,148.712335,160009
10243,-20.267714,148.712306,160010
10243,-20.267881,148.712311,160011
10243,-20.268221,148.712214,160012
10243,-20.268406,148.712108,160013
10243,-20.268519,148.711993,160014
10243,-20.268558,148.711902,160015
10243,-20.268655,148.711674,160016
10243,-20.268878,148.711819,160017
10243,-20.268973,148.711611,160018
10243,-20.269120,148.711375,160019
10243,-20.269257,148.711207,160020
10243,-20.270433,148.710116,160021
10243,-20.270623,148.709880,160022
10243,-20.270808,148.709610,160023
10243,-20.270961,148.709329,160024
10243,-20.271108,148.708980,160025
10243,-20.271931,148.706787,160026
10243,-20.272105,148.706444,160027
10243,-20.272824,148.705152,160028
10243,-20.273284,148.704354,160029
10243,-20.273597,148.703830,160030
10243,-20.273783,148.703548,160031
10243,-20.273866,148.703447,160032
10243,-20.273866,148.703447,170001
10243,-20.273967,148.703324,170002
10243,-20.274183,148.703110,170003
10243,-20.274837,148.702480,170004
10243,-20.275433,148.701845,170005
10243,-20.276060,148.701052,170006
10243,-20.276447,148.700658,170007
10243,-20.276692,148.700377,170008
10243,-20.276912,148.700099,170009
10243,-20.277070,148.699822,170010
10243,-20.277172,148.699587,170011
10243,-20.277258,148.699342,170012
10243,-20.277488,148.699402,170013
10243,-20.278019,148.699663,170014
10243,-20.278316,148.699847,170015
10243,-20.278316,148.699847,180001
10243,-20.278811,148.700156,180002
10243,-20.278751,148.700373,180003
10243,-20.278751,148.700373,190001
10243,-20.278819,148.700609,190002
10243,-20.279044,148.700820,190003
10243,-20.279344,148.700741,190004
10243,-20.279422,148.700664,190005
10243,-20.279501,148.700566,190006
10243,-20.279530,148.700386,190007
10243,-20.279472,148.700183,190008
10243,-20.279325,148.700027,190009
10243,-20.279179,148.699987,190010
10243,-20.279051,148.700017,190011
10243,-20.278939,148.700053,190012
10243,-20.278811,148.700156,190013
10243,-20.278019,148.699663,190014
10243,-20.277488,148.699402,190015
10243,-20.277258,148.699342,190016
10243,-20.277337,148.698950,190017
10243,-20.277366,148.698700,190018
10243,-20.277372,148.698550,190019
10243,-20.277347,148.698205,190020
10243,-20.277191,148.696609,190021
10243,-20.277201,148.696605,190022
10243,-20.277233,148.696585,190023
10243,-20.277260,148.696559,190024
10243,-20.277282,148.696527,190025
10243,-20.277297,148.696491,190026
10243,-20.277305,148.696453,190027
10243,-20.277305,148.696424,190028
10243,-20.277305,148.696413,190029
10243,-20.277297,148.696375,190030
10243,-20.277282,148.696339,190031
10243,-20.277260,148.696307,190032
10243,-20.277233,148.696281,190033
10243,-20.277201,148.696261,190034
10243,-20.277187,148.696256,190035
10243,-20.277132,148.695565,190036
10243,-20.277123,148.695205,190037
10243,-20.277120,148.694811,190038
10243,-20.277120,148.694811,200001
10243,-20.277115,148.694330,200002
10243,-20.277098,148.694031,200003
10243,-20.277103,148.693779,200004
10243,-20.277139,148.693519,200005
10243,-20.277147,148.693514,200006
10243,-20.277169,148.693493,200007
10243,-20.277187,148.693468,200008
10243,-20.277199,148.693439,200009
10243,-20.277205,148.693408,200010
10243,-20.277205,148.693376,200011
10243,-20.277199,148.693345,200012
10243,-20.277187,148.693316,200013
10243,-20.277173,148.693297,200014
10243,-20.277252,148.693040,200015
10243,-20.277353,148.692730,200016
10243,-20.277451,148.692519,200017
10243,-20.277623,148.692219,200018
10243,-20.277872,148.691917,200019
10243,-20.278110,148.691720,200020
10243,-20.278291,148.691600,200021
10243,-20.278601,148.691448,200022
10243,-20.279466,148.691104,200023
10243,-20.280301,148.690762,200024
10243,-20.280774,148.690506,200025
10243,-20.281317,148.690208,200026
10243,-20.281317,148.690208,210001
10243,-20.281574,148.690066,210002
10243,-20.281948,148.689773,210003
10243,-20.282105,148.689619,210004
10243,-20.282127,148.689633,210005
10243,-20.282158,148.689643,210006
10243,-20.282190,148.689647,210007
10243,-20.282222,148.689643,210008
10243,-20.282253,148.689633,210009
10243,-20.282281,148.689615,210010
10243,-20.282305,148.689592,210011
10243,-20.282318,148.689573,210012
10243,-20.282324,148.689564,210013
10243,-20.282337,148.689533,210014
10243,-20.282344,148.689499,210015
10243,-20.282344,148.689465,210016
10243,-20.282337,148.689431,210017
10243,-20.282326,148.689405,210018
10243,-20.282653,148.688896,210019
10243,-20.282811,148.688615,210020
10243,-20.283212,148.687732,210021
10243,-20.284356,148.685674,210022
10243,-20.284812,148.684839,210023
10243,-20.284812,148.684839,220001
10243,-20.284863,148.684746,220002
10243,-20.285163,148.684144,220003
10243,-20.285353,148.683661,220004
10243,-20.285601,148.682908,220005
10243,-20.285916,148.681795,220006
10243,-20.285916,148.681795,230001
10243,-20.286112,148.681103,230002
10243,-20.286255,148.680732,230003
10243,-20.286577,148.680107,230004
10243,-20.286898,148.679573,230005
10243,-20.287087,148.679325,230006
10243,-20.287310,148.679033,230007
10243,-20.287784,148.678539,230008
10243,-20.287825,148.678507,230009
10243,-20.287744,148.678419,230010
10243,-20.287565,148.678534,230011
10243,-20.287188,148.678919,230012
10243,-20.287188,148.678919,240001
10243,-20.286964,148.679149,240002
10243,-20.286957,148.679161,240003
10243,-20.286960,148.679205,240004
10243,-20.287087,148.679325,240005
10243,-20.287310,148.679033,240006
10243,-20.287784,148.678539,240007
10243,-20.287825,148.678507,240008
10243,-20.288454,148.677999,240009
10243,-20.289425,148.677332,240010
10243,-20.289117,148.674614,240011
10243,-20.289117,148.674614,250001
10243,-20.289005,148.673625,250002
10243,-20.288871,148.672436,250003
10243,-20.289625,148.672350,250004
10243,-20.291363,148.672367,250005
10243,-20.291739,148.675719,250006
10243,-20.295581,148.672968,250007
10243,-20.296465,148.672335,250008
10243,-20.298142,148.670758,250009
10243,-20.299146,148.669899,250010
10243,-20.299395,148.669723,250011
10243,-20.299395,148.669723,260001
10243,-20.301356,148.668336,260002
10244,-20.292987,148.785517,10001
10244,-20.293033,148.785426,10002
10244,-20.293003,148.785262,10003
10244,-20.292733,148.784967,10004
10244,-20.292507,148.784959,10005
10244,-20.292398,148.784921,10006
10244,-20.292310,148.784903,10007
10244,-20.291031,148.784833,10008
10244,-20.290799,148.784795,10009
10244,-20.290680,148.784749,10010
10244,-20.290562,148.784664,10011
10244,-20.290483,148.784566,10012
10244,-20.290404,148.784412,10013
10244,-20.290387,148.784272,10014
10244,-20.290414,148.784102,10015
10244,-20.290478,148.783921,10016
10244,-20.290618,148.783687,10017
10244,-20.290800,148.783448,10018
10244,-20.290953,148.783207,10019
10244,-20.291062,148.782941,10020
10244,-20.291096,148.782681,10021
10244,-20.291096,148.782681,20001
10244,-20.291099,148.782656,20002
10244,-20.291044,148.782389,20003
10244,-20.290898,148.782130,20004
10244,-20.290600,148.781760,20005
10244,-20.290088,148.781241,20006
10244,-20.289626,148.780573,20007
10244,-20.289263,148.780001,20008
10244,-20.289116,148.779749,20009
10244,-20.289022,148.779503,20010
10244,-20.289017,148.779190,20011
10244,-20.289085,148.778938,20012
10244,-20.289179,148.778754,20013
10244,-20.289782,148.777887,20014
10244,-20.289898,148.777669,20015
10244,-20.289992,148.777418,20016
10244,-20.290066,148.777144,20017
10244,-20.290129,148.776931,20018
10244,-20.290244,148.776663,20019
10244,-20.290391,148.776383,20020
10244,-20.290485,148.776154,20021
10244,-20.290511,148.775958,20022
10244,-20.290480,148.775785,20023
10244,-20.290386,148.775640,20024
10244,-20.290244,148.775511,20025
10244,-20.289976,148.775377,20026
10244,-20.289756,148.775298,20027
10244,-20.289536,148.775190,20028
10244,-20.289400,148.775125,20029
10244,-20.289153,148.774913,20030
10244,-20.288970,148.774661,20031
10244,-20.288849,148.774359,20032
10244,-20.288629,148.773526,20033
10244,-20.288524,148.773219,20034
10244,-20.288377,148.772995,20035
10244,-20.288178,148.772794,20036
10244,-20.287931,148.772665,20037
10244,-20.287585,148.772559,20038
10244,-20.286778,148.772352,20039
10244,-20.286432,148.772195,20040
10244,-20.286232,148.772039,20041
10244,-20.286133,148.771865,20042
10244,-20.286033,148.771575,20043
10244,-20.286028,148.771317,20044
10244,-20.286085,148.771099,20045
10244,-20.286222,148.770831,20046
10244,-20.286248,148.770791,20047
10244,-20.286248,148.770791,30001
10244,-20.286421,148.770534,30002
10244,-20.286552,148.770305,30003
10244,-20.286636,148.770020,30004
10244,-20.286641,148.769757,30005
10244,-20.286521,148.769478,30006
10244,-20.286327,148.769198,30007
10244,-20.286028,148.768803,30008
10244,-20.285833,148.768477,30009
10244,-20.285686,148.768122,30010
10244,-20.285586,148.767769,30011
10244,-20.285157,148.766131,30012
10244,-20.284714,148.765202,30013
10244,-20.284448,148.764572,30014
10244,-20.284241,148.763769,30015
10244,-20.284166,148.763359,30016
10244,-20.284062,148.762790,30017
10244,-20.284062,148.762790,40001
10244,-20.283976,148.762320,40002
10244,-20.283610,148.760982,40003
10244,-20.283335,148.760242,40004
10244,-20.282812,148.758945,40005
10244,-20.282380,148.758080,40006
10244,-20.281935,148.757411,40007
10244,-20.281438,148.756839,40008
10244,-20.280784,148.756183,40009
10244,-20.278948,148.754436,40010
10244,-20.278682,148.754207,40011
10244,-20.278584,148.754137,40012
10244,-20.278584,148.754137,50001
10244,-20.277797,148.753572,50002
10244,-20.276545,148.752714,50003
10244,-20.275866,148.752331,50004
10244,-20.275866,148.752331,60001
10244,-20.275685,148.752229,60002
10244,-20.274971,148.751852,60003
10244,-20.272775,148.750796,60004
10244,-20.272346,148.750508,60005
10244,-20.271979,148.750161,60006
10244,-20.271716,148.749807,60007
10244,-20.271494,148.749378,60008
10244,-20.271415,148.749174,60009
10244,-20.271415,148.749174,70001
10244,-20.271342,148.748987,70002
10244,-20.271183,148.748470,70003
10244,-20.271072,148.748020,70004
10244,-20.271023,148.747687,70005
10244,-20.271081,148.747129,70006
10244,-20.271195,148.746764,70007
10244,-20.271529,148.746307,70008
10244,-20.272053,148.745662,70009
10244,-20.272568,148.745170,70010
10244,-20.273087,148.744630,70011
10244,-20.273718,148.743996,70012
10244,-20.274050,148.743694,70013
10244,-20.274272,148.743568,70014
10244,-20.274514,148.743501,70015
10244,-20.274958,148.743398,70016
10244,-20.275235,148.743398,70017
10244,-20.275463,148.743435,70018
10244,-20.275692,148.743501,70019
10244,-20.275914,148.743597,70020
10244,-20.276239,148.743619,70021
10244,-20.276516,148.743568,70022
10244,-20.276911,148.743464,70023
10244,-20.277216,148.743405,70024
10244,-20.277507,148.743397,70025
10244,-20.278961,148.743390,70026
10244,-20.279287,148.743420,70027
10244,-20.279612,148.743516,70028
10244,-20.279862,148.743663,70029
10244,-20.280236,148.743951,70030
10244,-20.280513,148.744091,70031
10244,-20.280887,148.744173,70032
10244,-20.281122,148.744158,70033
10244,-20.281372,148.744092,70034
10244,-20.281614,148.743981,70035
10244,-20.282715,148.743412,70036
10244,-20.283027,148.743206,70037
10244,-20.283235,148.742969,70038
10244,-20.283444,148.742562,70039
10244,-20.283553,148.742128,70040
10244,-20.283567,148.741559,70041
10244,-20.283557,148.741399,70042
10244,-20.283557,148.741399,80001
10244,-20.283477,148.740178,80002
10244,-20.283359,148.738473,80003
10244,-20.283332,148.738114,80004
10244,-20.283332,148.738114,90001
10244,-20.283297,148.737646,90002
10244,-20.283248,148.737380,90003
10244,-20.283110,148.737033,90004
10244,-20.283013,148.736870,90005
10244,-20.282812,148.736597,90006
10244,-20.282306,148.735992,90007
10244,-20.281995,148.735600,90008
10244,-20.281890,148.735469,90009
10244,-20.281890,148.735469,100001
10244,-20.281822,148.735386,100002
10244,-20.281676,148.735098,100003
10244,-20.281593,148.734877,100004
10244,-20.281538,148.734663,100005
10244,-20.281261,148.732366,100006
10244,-20.281091,148.730652,100007
10244,-20.281091,148.730652,110001
10244,-20.281087,148.730616,110002
10244,-20.280976,148.729567,110003
10244,-20.280866,148.729139,110004
10244,-20.280803,148.729000,110005
10244,-20.280659,148.728841,110006
10244,-20.280457,148.728718,110007
10244,-20.280145,148.728608,110008
10244,-20.279397,148.728364,110009
10244,-20.279120,148.728238,110010
10244,-20.278898,148.728047,110011
10244,-20.278053,148.727050,110012
10244,-20.277732,148.726677,110013
10244,-20.277732,148.726677,120001
10244,-20.277361,148.726245,120002
10244,-20.277027,148.725927,120003
10244,-20.276426,148.725462,120004
10244,-20.275710,148.724920,120005
10244,-20.275269,148.724673,120006
10244,-20.275057,148.724604,120007
10244,-20.275066,148.724561,120008
10244,-20.275066,148.724521,120009
10244,-20.275063,148.724502,120010
10244,-20.275063,148.724502,130001
10244,-20.275059,148.724483,130002
10244,-20.275043,148.724447,130003
10244,-20.275022,148.724415,130004
10244,-20.274994,148.724388,130005
10244,-20.274962,148.724368,130006
10244,-20.274953,148.724365,130007
10244,-20.274927,148.724356,130008
10244,-20.274890,148.724352,130009
10244,-20.274853,148.724356,130010
10244,-20.274818,148.724368,130011
10244,-20.274786,148.724388,130012
10244,-20.274758,148.724415,130013
10244,-20.274744,148.724437,130014
10244,-20.274737,148.724447,130015
10244,-20.274721,148.724484,130016
10244,-20.274714,148.724521,130017
10244,-20.274714,148.724561,130018
10244,-20.274721,148.724599,130019
10244,-20.274737,148.724635,130020
10244,-20.274758,148.724667,130021
10244,-20.274786,148.724694,130022
10244,-20.274798,148.724701,130023
10244,-20.274705,148.724835,130024
10244,-20.274600,148.724860,130025
10244,-20.274499,148.724845,130026
10244,-20.274429,148.724789,130027
10244,-20.274130,148.724376,130028
10244,-20.273577,148.724085,130029
10244,-20.273242,148.723893,130030
10244,-20.272616,148.723445,130031
10244,-20.272550,148.723418,130032
10244,-20.272477,148.723418,130033
10244,-20.272477,148.723403,130034
10244,-20.272472,148.723380,130035
10244,-20.272463,148.723358,130036
10244,-20.272450,148.723338,130037
10244,-20.272433,148.723322,130038
10244,-20.272414,148.723310,130039
10244,-20.272392,148.723303,130040
10244,-20.272370,148.723301,130041
10244,-20.272348,148.723303,130042
10244,-20.272336,148.723307,130043
10244,-20.272326,148.723310,130044
10244,-20.272307,148.723322,130045
10244,-20.272290,148.723338,130046
10244,-20.272277,148.723358,130047
10244,-20.272268,148.723380,130048
10244,-20.272263,148.723403,130049
10244,-20.272263,148.723427,130050
10244,-20.272268,148.723450,130051
10244,-20.272277,148.723472,130052
10244,-20.272290,148.723492,130053
10244,-20.272307,148.723508,130054
10244,-20.272329,148.723521,130055
10244,-20.272197,148.723873,130056
10244,-20.272178,148.723963,130057
10244,-20.272174,148.724081,130058
10244,-20.272189,148.724168,130059
10244,-20.272219,148.724309,130060
10244,-20.272204,148.724442,130061
10244,-20.272116,148.724631,130062
10244,-20.272075,148.724780,130063
10244,-20.272009,148.725086,130064
10244,-20.272397,148.725145,130065
10244,-20.272503,148.724859,130066
10244,-20.272503,148.724859,140001
10244,-20.272636,148.724502,140002
10244,-20.272219,148.724309,140003
10244,-20.272189,148.724168,140004
10244,-20.272174,148.724081,140005
10244,-20.272178,148.723963,140006
10244,-20.272197,148.723873,140007
10244,-20.272329,148.723521,140008
10244,-20.272348,148.723527,140009
10244,-20.272370,148.723529,140010
10244,-20.272392,148.723527,140011
10244,-20.272414,148.723520,140012
10244,-20.272433,148.723509,140013
10244,-20.272450,148.723492,140014
10244,-20.272462,148.723472,140015
10244,-20.272472,148.723450,140016
10244,-20.272477,148.723427,140017
10244,-20.272477,148.723418,140018
10244,-20.272550,148.723418,140019
10244,-20.272616,148.723445,140020
10244,-20.273242,148.723893,140021
10244,-20.273577,148.724085,140022
10244,-20.274130,148.724376,140023
10244,-20.274429,148.724789,140024
10244,-20.274499,148.724845,140025
10244,-20.274600,148.724860,140026
10244,-20.274705,148.724835,140027
10244,-20.274798,148.724701,140028
10244,-20.274818,148.724714,140029
10244,-20.274853,148.724726,140030
10244,-20.274890,148.724730,140031
10244,-20.274927,148.724726,140032
10244,-20.274962,148.724714,140033
10244,-20.274994,148.724694,140034
10244,-20.275022,148.724667,140035
10244,-20.275043,148.724635,140036
10244,-20.275057,148.724604,140037
10244,-20.275066,148.724561,140038
10244,-20.275066,148.724521,140039
10244,-20.275059,148.724483,140040
10244,-20.275043,148.724447,140041
10244,-20.275022,148.724415,140042
10244,-20.274994,148.724388,140043
10244,-20.274962,148.724368,140044
10244,-20.274953,148.724365,140045
10244,-20.274927,148.724356,140046
10244,-20.274890,148.724352,140047
10244,-20.274853,148.724356,140048
10244,-20.274818,148.724368,140049
10244,-20.274786,148.724388,140050
10244,-20.274758,148.724415,140051
10244,-20.274744,148.724437,140052
10244,-20.274703,148.724408,140053
10244,-20.274104,148.724098,140054
10244,-20.273773,148.723921,140055
10244,-20.273609,148.723813,140056
10244,-20.273472,148.723684,140057
10244,-20.273130,148.723316,140058
10244,-20.272857,148.723061,140059
10244,-20.272574,148.722841,140060
10244,-20.272256,148.722634,140061
10244,-20.271342,148.722121,140062
10244,-20.270916,148.721858,140063
10244,-20.270575,148.721660,140064
10244,-20.270229,148.721546,140065
10244,-20.270139,148.721507,140066
10244,-20.270150,148.721481,140067
10244,-20.270157,148.721447,140068
10244,-20.270157,148.721413,140069
10244,-20.270150,148.721379,140070
10244,-20.270137,148.721348,140071
10244,-20.270118,148.721320,140072
10244,-20.270094,148.721298,140073
10244,-20.270066,148.721279,140074
10244,-20.270035,148.721270,140075
10244,-20.270003,148.721265,140076
10244,-20.269971,148.721269,140077
10244,-20.269940,148.721279,140078
10244,-20.269912,148.721297,140079
10244,-20.269888,148.721320,140080
10244,-20.269869,148.721348,140081
10244,-20.269856,148.721379,140082
10244,-20.269849,148.721413,140083
10244,-20.269848,148.721447,140084
10244,-20.269856,148.721481,140085
10244,-20.269869,148.721512,140086
10244,-20.269816,148.721539,140087
10244,-20.269693,148.721575,140088
10244,-20.269693,148.721575,150001
10244,-20.269637,148.721591,150002
10244,-20.269506,148.721610,150003
10244,-20.269385,148.721660,150004
10244,-20.269098,148.721797,150005
10244,-20.268910,148.721783,150006
10244,-20.268916,148.721755,150007
10244,-20.268916,148.721727,150008
10244,-20.268910,148.721699,150009
10244,-20.268899,148.721674,150010
10244,-20.268884,148.721651,150011
10244,-20.268864,148.721632,150012
10244,-20.268841,148.721618,150013
10244,-20.268816,148.721609,150014
10244,-20.268790,148.721606,150015
10244,-20.268777,148.721608,150016
10244,-20.268757,148.721449,150017
10244,-20.268700,148.721246,150018
10244,-20.268660,148.721056,150019
10244,-20.268645,148.720845,150020
10244,-20.268658,148.720663,150021
10244,-20.268690,148.720515,150022
10244,-20.268742,148.720360,150023
10244,-20.268998,148.719746,150024
10244,-20.269112,148.719544,150025
10244,-20.269132,148.719553,150026
10244,-20.269158,148.719554,150027
10244,-20.269183,148.719541,150028
10244,-20.269193,148.719532,150029
10244,-20.269201,148.719520,150030
10244,-20.269207,148.719506,150031
10244,-20.269209,148.719492,150032
10244,-20.269207,148.719464,150033
10244,-20.269201,148.719450,150034
10244,-20.269193,148.719439,150035
10244,-20.269183,148.719429,150036
10244,-20.269158,148.719417,150037
10244,-20.269132,148.719417,150038
10244,-20.269120,148.719422,150039
10244,-20.268009,148.716816,150040
10244,-20.268009,148.716816,160001
10244,-20.267945,148.716666,160002
10244,-20.267902,148.716535,160003
10244,-20.267808,148.716270,160004
10244,-20.267754,148.716093,160005
10244,-20.267712,148.715979,160006
10244,-20.267700,148.715923,160007
10244,-20.267721,148.715917,160008
10244,-20.267738,148.715906,160009
10244,-20.267752,148.715892,160010
10244,-20.267764,148.715876,160011
10244,-20.267772,148.715857,160012
10244,-20.267776,148.715836,160013
10244,-20.267776,148.715816,160014
10244,-20.267772,148.715795,160015
10244,-20.267764,148.715776,160016
10244,-20.267753,148.715761,160017
10244,-20.267738,148.715746,160018
10244,-20.267721,148.715735,160019
10244,-20.267702,148.715729,160020
10244,-20.267683,148.715727,160021
10244,-20.267664,148.715729,160022
10244,-20.267645,148.715735,160023
10244,-20.267628,148.715746,160024
10244,-20.267602,148.715776,160025
10244,-20.267594,148.715795,160026
10244,-20.267417,148.715722,160027
10244,-20.267119,148.715570,160028
10244,-20.266886,148.715423,160029
10244,-20.266708,148.715259,160030
10244,-20.266447,148.714897,160031
10244,-20.266298,148.714620,160032
10244,-20.266242,148.714417,160033
10244,-20.266230,148.714254,160034
10244,-20.266235,148.714018,160035
10244,-20.266288,148.713793,160036
10244,-20.266478,148.713529,160037
10244,-20.266631,148.713388,160038
10244,-20.266831,148.713270,160039
10244,-20.268144,148.712607,160040
10244,-20.268361,148.712466,160041
10244,-20.268582,148.712276,160042
10244,-20.268735,148.712067,160043
10244,-20.268878,148.711819,160044
10244,-20.268655,148.711674,160045
10244,-20.268558,148.711902,160046
10244,-20.267674,148.711645,160047
10244,-20.267131,148.711562,160048
10244,-20.266984,148.711584,160049
10244,-20.266984,148.711584,170001
10244,-20.266980,148.711584,170002
10244,-20.266918,148.711677,170003
10244,-20.266890,148.711862,170004
10244,-20.266923,148.712113,170005
10244,-20.267068,148.712493,170006
10244,-20.267101,148.712563,170007
10244,-20.267316,148.712446,170008
10244,-20.267538,148.712335,170009
10244,-20.267714,148.712306,170010
10244,-20.267881,148.712311,170011
10244,-20.268221,148.712214,170012
10244,-20.268406,148.712108,170013
10244,-20.268519,148.711993,170014
10244,-20.268558,148.711902,170015
10244,-20.268655,148.711674,170016
10244,-20.268878,148.711819,170017
10244,-20.268973,148.711611,170018
10244,-20.269120,148.711375,170019
10244,-20.269257,148.711207,170020
10244,-20.270433,148.710116,170021
10244,-20.270623,148.709880,170022
10244,-20.270808,148.709610,170023
10244,-20.270961,148.709329,170024
10244,-20.271108,148.708980,170025
10244,-20.271931,148.706787,170026
10244,-20.272105,148.706444,170027
10244,-20.272824,148.705152,170028
10244,-20.273284,148.704354,170029
10244,-20.273597,148.703830,170030
10244,-20.273783,148.703548,170031
10244,-20.273866,148.703447,170032
10244,-20.273866,148.703447,180001
10244,-20.273967,148.703324,180002
10244,-20.274183,148.703110,180003
10244,-20.274837,148.702480,180004
10244,-20.275433,148.701845,180005
10244,-20.276060,148.701052,180006
10244,-20.276447,148.700658,180007
10244,-20.276692,148.700377,180008
10244,-20.276912,148.700099,180009
10244,-20.277070,148.699822,180010
10244,-20.277172,148.699587,180011
10244,-20.277258,148.699342,180012
10244,-20.277488,148.699402,180013
10244,-20.278019,148.699663,180014
10244,-20.278316,148.699847,180015
10244,-20.278316,148.699847,190001
10244,-20.278811,148.700156,190002
10244,-20.278751,148.700373,190003
10244,-20.278751,148.700373,200001
10244,-20.278819,148.700609,200002
10244,-20.279044,148.700820,200003
10244,-20.279344,148.700741,200004
10244,-20.279422,148.700664,200005
10244,-20.279501,148.700566,200006
10244,-20.279530,148.700386,200007
10244,-20.279472,148.700183,200008
10244,-20.279325,148.700027,200009
10244,-20.279179,148.699987,200010
10244,-20.279051,148.700017,200011
10244,-20.278939,148.700053,200012
10244,-20.278811,148.700156,200013
10244,-20.278019,148.699663,200014
10244,-20.277488,148.699402,200015
10244,-20.277258,148.699342,200016
10244,-20.277337,148.698950,200017
10244,-20.277366,148.698700,200018
10244,-20.277372,148.698550,200019
10244,-20.277347,148.698205,200020
10244,-20.277191,148.696609,200021
10244,-20.277201,148.696605,200022
10244,-20.277233,148.696585,200023
10244,-20.277260,148.696559,200024
10244,-20.277282,148.696527,200025
10244,-20.277297,148.696491,200026
10244,-20.277305,148.696453,200027
10244,-20.277305,148.696424,200028
10244,-20.277305,148.696413,200029
10244,-20.277297,148.696375,200030
10244,-20.277282,148.696339,200031
10244,-20.277260,148.696307,200032
10244,-20.277233,148.696281,200033
10244,-20.277201,148.696261,200034
10244,-20.277187,148.696256,200035
10244,-20.277132,148.695565,200036
10244,-20.277123,148.695205,200037
10244,-20.277120,148.694811,200038
10244,-20.277120,148.694811,210001
10244,-20.277115,148.694330,210002
10244,-20.277098,148.694031,210003
10244,-20.277103,148.693779,210004
10244,-20.277139,148.693519,210005
10244,-20.277147,148.693514,210006
10244,-20.277169,148.693493,210007
10244,-20.277187,148.693468,210008
10244,-20.277199,148.693439,210009
10244,-20.277205,148.693408,210010
10244,-20.277205,148.693376,210011
10244,-20.277199,148.693345,210012
10244,-20.277187,148.693316,210013
10244,-20.277173,148.693297,210014
10244,-20.277252,148.693040,210015
10244,-20.277353,148.692730,210016
10244,-20.277451,148.692519,210017
10244,-20.277623,148.692219,210018
10244,-20.277872,148.691917,210019
10244,-20.278110,148.691720,210020
10244,-20.278291,148.691600,210021
10244,-20.278601,148.691448,210022
10244,-20.279466,148.691104,210023
10244,-20.280301,148.690762,210024
10244,-20.280774,148.690506,210025
10244,-20.281317,148.690208,210026
10244,-20.281317,148.690208,220001
